"","D01T02","D03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_31T33",9.1,3,2,171.2,0,22.1,11.2,9.6,21.8,0.3,5.5,2.9,6.4,3.2,128.4,0.7,0.6,0.4,2.9,0.1,0.1,8.8,52.8,4.3,58.9,59.4,46.5,21.9,13.5,13.3,1,10.3,10.2,53.9,14.6,41.1,3.1,19.8,30.5,23.4,13.2,24.2,2.5,4.9,0,614.7,0,0.9,78.4,-6.8,0,27.8,157.9,0,1806.6
"DOM_35",116.3,15,3.1,631.3,0.1,271.1,28.9,151,364,208.8,192,10,89.5,98.5,994.4,78.3,8.1,3.9,27,6.4,7.6,19.6,4061,118.4,115.2,466,102.2,2.3,4.2,77.1,3.2,116.8,16.4,113.6,14.6,95.5,162.5,57.9,48.3,296.5,166.4,183.1,18.4,41.9,0,2240.4,0,0.1,26.8,-14.4,0,0.3,13,0,11872.7
"DOM_36T39",2.8,0.6,0.3,22.2,0,27.7,3.1,1.3,38.6,1.1,11.9,1.2,15.2,9.4,52.3,3.7,0.8,0.4,6.1,3.1,0.5,4.6,1.1,84.9,28.7,32.6,6.8,0.5,0.7,6.4,0.3,15.2,0.7,1.1,2.3,10.7,14.3,12.4,3.7,115.5,85.6,27.6,3.1,20.8,0,869.9,202.4,113.3,1.2,1.1,0,0,0.4,0,1870.4
"DOM_41T43",23.5,10.2,1.7,23.3,0,34.8,3.8,4.8,14.1,4.8,8,4.6,5.2,14.2,14.6,7.5,4.6,3.1,4.8,0,1.8,4.5,54.9,145.1,26.5,311.3,60,2.5,17.4,123.1,0.3,44.8,5,28.3,7.7,84.8,2540.9,52.2,29.4,474.7,150.7,83.2,11.3,16.5,0,127.9,0,0.8,21733.5,0,0,0,0,0,26326.7
"DOM_45T47",912.4,157,10.6,481.1,0.2,1772.1,221.9,127.1,369.7,49.9,297.4,107.8,168.6,93,500.3,83,24.9,17.2,66.6,28.6,44.2,86.5,331.1,47.3,993.5,1542.4,968.2,167.3,146.8,99.5,13.5,361.1,63,339.4,107.8,178.5,71.9,154.1,342.9,270.4,96.3,375.1,39.3,69,0,9779.6,2.6,51.5,1975.7,-49.3,0,93,3847.6,0,28099.1
"DOM_49",405.4,56.3,5.4,211.7,0.1,884.6,55.3,99.9,165.9,25.8,143.1,28.8,76.4,70.2,218.9,56.3,12.8,9.8,36.9,13.9,17.5,43.2,153.6,14.5,489.9,815.3,354.6,85,47.2,20.1,9.8,102,16.3,15.2,31.6,37.5,18.6,48.7,92.1,95.8,41.8,97.3,6.6,22.7,0,3663.9,0.3,23.2,704.3,2.8,0,127.4,1702.8,0,11478.8
"DOM_50",30.9,2.6,0.3,8.3,0,63,4.7,4,8.3,1.6,7.4,2.2,5.8,3.4,13.1,4,1,0.8,3.1,1.2,1.4,3.1,10.4,1,36.9,20,18.1,42.8,3.5,1.3,0.1,8.2,1.2,0.9,2.9,3.4,1.8,3.5,6,6.9,2.1,7.1,0.4,1.5,0,215.1,0,2.2,61.6,-9.7,0,25.9,2456.5,0,3101.8
"DOM_51",31.8,5.9,3.3,45.7,0,83.1,5.8,5.9,14,2.9,19,4,9.1,6.6,42.1,7.8,2.1,1.2,5.5,1.5,2.2,5,18.5,4.4,97.3,65.3,54.3,11.4,81.8,11,18,15.8,6,17.2,15.4,27.4,3.7,30.2,22.7,73.7,7.1,12.5,4.3,4.1,0,555.5,0,1.8,60.7,46.9,0,90.9,1476.4,0,3139.1
"DOM_52",76.4,18.8,1,42.5,0,190.1,14.4,32.7,36.2,7.4,34.2,10.6,17.2,11.5,51,12.8,3.2,2.3,8.5,2.9,4,9.1,26.2,2.4,88.4,289.7,201.4,411.2,95.4,77.7,1,20,2.8,3.5,7.1,6.2,3.2,7.3,14.3,16.7,4.7,17.6,0.8,5.2,0,913.7,0.1,4.8,147.7,9,0,5,823.4,0,3793.4
"DOM_53",3.2,0.8,0,0.8,0,6.1,1.1,0.8,1.6,0.3,1.7,0.7,1.1,1.1,0.9,1.4,0.6,0.3,1,0,0.3,1.2,4.5,1.1,4.6,33.1,5,0.8,0.2,4.7,82.3,2.5,1,16.4,5.9,71.8,8.3,10.4,10.8,14.5,4.3,2.4,0.7,1.6,0,58.3,0,0,1.4,1.9,0,1.8,63.8,0,439.4
"DOM_55T56",21,1.5,1.2,25,0,20.6,2.9,1.8,4.6,0.9,7.3,2.9,2.9,3.1,27,2.7,1.2,0.6,2.5,0.4,0.6,1.8,4.2,4,38.7,87.3,114.4,19.3,73.8,7.1,0.7,7.9,10.3,11.4,12.2,35.1,5.1,40.3,10.6,55.2,110.4,51.4,18.8,3.4,0,3863.7,1.6,479.6,8.5,-0.3,0,582.3,18.8,0,5808
"DOM_58T60",3.5,1.3,0.3,3.6,0,28.4,1.8,2.1,9.2,0.6,5.9,3.1,4.8,2,4.7,2.3,0.6,0.4,1.4,7.7,0.2,1.5,2.6,2.3,17.8,187.3,25.5,11.9,4.2,9.7,2.8,11.4,38,65.8,17.7,70.8,28.3,63,25.4,25.3,55.3,30,7.5,8.5,0,495.8,12,4.1,137.8,-12.7,0,9.2,127.4,0,1570
"DOM_61",19.6,11.5,1.9,31.3,0,52.7,6.7,11.1,21.9,4.7,13.5,3.8,6.1,7.6,35.7,8.2,2.8,1.5,5.6,9.7,2.6,11.1,12.5,7.2,44,267.9,62.9,25.6,12.2,41.3,7.1,26.1,168.9,2209.5,48.3,150.6,35.5,79,62.3,141.2,50.6,53.1,10.3,22.5,0,3220,21.3,0.5,33.2,1.4,0,41,159.5,0,7285.3
"DOM_62T63",3,0.8,4.3,72,0,149.2,21.6,22.9,41.3,12.7,69.7,23.4,5.6,19.2,75.2,42.4,7.8,2.5,26.3,0.3,3.7,23.6,17.2,9.5,27.8,217.5,100.1,14.7,21,31,1.3,9.7,18.3,83.8,171.3,190.3,18.1,163,81.9,97.4,11.3,24.6,12.1,5.4,0,198.3,0.2,12.1,1129.2,1.6,0,0.9,128.8,0,3425.8
"DOM_64T66",284,85.1,21.1,152,0,162.3,35.2,48.8,72.9,38.6,45,9.9,36,23.1,128.4,34.2,10.4,5.9,20.5,0,8.7,51.7,169.8,43.3,797.4,1213.7,318.4,84.4,26.6,95.3,7.3,107.5,24.3,111.3,100.3,1819.9,403,430.5,398.5,79.9,180.4,201.8,59.6,42.4,0,5702.5,0.3,117.1,23.4,12.4,0,43.4,328.2,0,14216.9
"DOM_68",32.5,18.1,1,15,0.2,124.9,34.6,7.5,21.9,1.2,22.3,8.7,15.8,17.5,15.8,21.1,7.4,4.1,11,0.2,2.5,39.6,15.6,8.9,407,1550,78.6,4.2,151.9,105.6,10.5,326.2,18.4,112.1,68,218.1,206.7,300.7,160.9,99.4,244.4,107.2,39.3,145.2,0,10908.1,0,0,112.8,0.7,0,91.3,36.1,0,15951.2
"DOM_69T75",45.4,22.1,87.7,805,20,785.2,98.6,198.1,213.3,74.7,274.2,125.8,44.9,122.6,859.3,161.2,23.2,12.1,122.2,89.2,26.4,73.5,79.9,68.5,1202.3,2529.4,218.8,28.7,103.5,181.7,16.4,151.2,114.3,280.1,222.1,691.3,505.9,1384.5,401.3,140.6,175.7,123.6,88.8,100.3,0,1354.7,0.7,87.3,1187.5,4.2,0,20.5,276,0,16024.3
"DOM_77T82",55.4,30.6,10.8,219.9,0,386.4,29.5,119.4,162.4,54.1,131.3,15.4,21,89,272.3,68.1,8.1,4.4,44.2,1.1,19.4,40.2,28.1,43.6,728.8,978.9,496,28.6,145.8,160.7,24,86.5,79.6,374.4,101,639.9,177.5,318,272.9,314.5,140.7,149.7,62.3,40.9,0,531.9,1.6,50.6,46.6,7.1,0,20.9,403.4,0,8237.7
"DOM_84",14.1,1.7,0.2,7.2,0,35.4,1.8,3.4,10.2,1.1,4.8,1.3,4,2.7,14.4,2.2,0.4,0.3,5.8,1,0.4,1.5,2.2,12.6,22.4,86.8,19.9,31.8,9,22.6,0.3,5.8,3,13.5,3.7,7.3,3.3,9.8,4.3,15,3.6,14.8,3.3,2.2,0,301.7,38.4,10699.6,27.6,0.7,0,3.7,64.8,0,11547.8
"DOM_85",2.2,6.2,0.4,4.1,0.1,22.8,1.9,5.5,5.8,4.3,9.3,1.1,2.1,4.6,7.7,3.5,0.3,0.1,2.3,2.6,0.6,1.7,2.1,2,7.1,46.4,5.6,1.7,6,4.6,0.3,4.7,4.6,12.6,5.9,33.3,7.7,25.8,14.7,3.4,4.1,12.5,1.3,9,0,4576.7,115.8,5253.8,12.4,0,0,30,10.8,0,10304
"DOM_86T88",22.4,8.6,0.1,3.6,0,13.8,1.1,2.2,3.9,0,3.5,0.9,1.6,1.7,5.5,2.1,0.4,0.2,1.1,0,0.3,0.7,0.2,0.1,19,22.4,6.7,0.4,0.4,0.6,0.2,3.7,1.6,10.9,2.2,12.9,0.4,15.2,11,0.9,0.4,445.3,0.2,23.3,0,4062.5,823.3,4024.7,2.1,0,0,25.4,1.4,0,9591.1
"DOM_90T93",1.2,0.2,0.1,1.7,0,40.8,2.1,0.4,5,0.4,11,10.4,1.4,1.1,2.4,1.1,0.4,0.2,1.2,0.1,0,1.1,0.7,0.8,7.6,64.1,3.6,0.4,3.4,1.9,0.3,3.7,39.5,19.4,5.4,34.1,6.1,74.1,4.2,23.8,5.9,2.8,82.6,2.1,0,644.7,14.9,23.4,111.5,0,0,60.7,19.8,0,1343.8
"DOM_94T96",0.5,0.1,0,12.5,0,1.6,0.5,0.4,0.6,0.1,0.6,0.1,0.3,0.2,7.8,0.3,3.5,2.2,0.3,1.1,1.2,0.3,0.7,0.2,0.5,28.9,1.8,7.6,4.1,0.3,0.5,68.8,0.4,28.8,7.5,44.2,1.8,56.9,14.9,32.9,0.7,59.9,35.6,90.4,0,2969.8,176,35.4,0.6,-0.1,0,32.6,2.3,0,3738.2
"DOM_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMP_01T02",117.1,0.9,0,0.4,0,254.6,1.5,5.2,3.4,0.1,0.5,0.2,0.5,0.1,0.4,0.1,0,0,0.1,0,0,0.2,0.4,0,1.8,1.2,0.2,1,0.1,0,0,15.5,0,0,0,0.1,0.1,0.1,2,1.8,0.3,1.7,0,0.1,0,207.1,0,7.9,16.2,0,11.5,0,0,654.5,0
"IMP_03",0.5,16.1,0,0,0,146.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.7,0,0,0,1.2,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,16,0,0.1,0.1,0,0.9,0,0,182.8,0
"IMP_05T06",7,3.1,5.5,20.4,0,56.8,3,0.4,16.2,3674.5,94.9,27.5,4.1,51.4,120.6,0.4,0.6,1.1,0.4,0,0.1,1.3,1096.5,0.7,7.8,3.3,31.6,9.4,6.8,3.8,0,8.5,1.1,0,1.6,2.6,1.1,7.9,3.7,2.1,3,1.9,0.1,2.8,0,318.3,0,0,8.3,0,0.5,0,0,5612.2,0
"IMP_07T08",4.2,0.1,0.1,152.2,0,1.6,0.3,0.3,1.4,0.2,26,0.2,1.1,24.5,220.6,14.5,1.9,1.7,2.8,0,0.2,3.6,0.5,0.1,24.7,0.9,0.4,0.1,0.1,0,0,0.1,0,0,0.1,0.1,0.1,0.5,0.2,0.3,0.1,0.2,0.4,0.1,0,3.1,0,0,2.5,0,0.2,0,0,492.4,0
"IMP_09",0,0,0.4,0.1,0,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.2,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,10.3,0.1,0,0,0,12.5,0
"IMP_10T12",116.4,59.7,0.4,2.9,0,316.8,2.9,0.8,3.8,1.4,8.9,4.8,3.4,1.3,3.8,0.7,0.1,0.1,0.6,0.1,0.1,0.8,0.7,1.1,6.5,36.3,1.1,2,0.3,0.2,0,140.8,0.4,0.4,0.4,0.8,0.4,0.8,1,8.8,3.4,12.2,0.1,0.4,0,1582.8,0,11.4,7.2,0,48.9,0,0,2398.1,0
"IMP_13T15",3,6.6,0,3.1,0,5.4,186.4,0.6,17.4,0.4,9.5,1.8,9.9,2,3,1.8,0.3,0.2,1.4,0,0.6,22.8,0.2,1.3,142.1,13.3,0.5,0.1,0.1,0.3,0,7.6,0.7,0.3,0.1,9.9,0.3,0.7,1.1,12.5,2.8,5.7,0.5,1.2,0,1567.4,0,0,16.7,0,31.5,0,0,2093.2,0
"IMP_16",3.4,0.2,0.1,0.4,0,5.8,0.5,47.8,21.2,0.1,0.5,0,0.4,0.8,0.5,0.6,0.3,0.3,0.2,0,0.1,10.7,0.4,0.6,101.2,1.9,0.3,0.4,0.1,0.2,0,0,0.3,0,0,0.2,0,0.1,0.6,0.3,0,0.3,0,2.2,0,10.3,0,0,4.2,0,2.1,0,0,219.8,0
