"","D01T02","D03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_26",0.9,0.5,0.1,1.7,0,1.8,0.1,0.1,0.3,0.2,0.5,0.1,0.2,1.1,2,0.4,0.6,0.2,0.2,0,0.1,0.2,0.4,0,6.2,16.9,1.4,0.3,0.3,0.4,0.2,0.4,0.4,3.4,2.8,1.8,0.3,2,1.9,4.9,0.2,3.5,0.1,0.2,0,105.4,0,1.6,23.2,-0.6,0,6.8,91.4,0,287.1
"DOM_27",1.1,1,0,1.4,0,1.7,0.1,0.2,0.3,0.3,0.5,0.1,0.2,0.4,1.6,0.2,0.3,0.5,0.8,0,0.1,0.3,0.9,0,8.2,26.7,1.3,0.4,0.2,0.3,0,0.3,0.4,1.9,1.2,1.5,0.6,2.2,2.9,1.8,0.2,2.4,0.1,0.3,0,31.2,0,0.3,22.9,0.1,0,1.6,35.1,0,156.3
"DOM_28",3.4,2.6,0.4,11.8,0.1,5.9,0.4,0.8,2.1,1.7,2.4,0.4,1.4,1.6,10.5,0.9,0.6,0.5,1.9,0,0.7,1.2,3.3,0.1,15.6,54.1,8.1,2.1,3,1.8,0.1,1.3,1.1,6.3,4.3,8.1,1.2,8.2,10.1,8.6,1.1,3.9,0.8,0.6,0,51.3,0,0.5,93.8,-11.2,0,1,198.9,0,529.6
"DOM_29",0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,12.6,-31.2,0,0,144.9,0,156.9
"DOM_30",0.8,0.3,0.2,1.8,0,0.8,0.1,0.1,0.3,0,0.1,0.1,0.1,0.2,1.9,0.1,3.2,1.8,0.1,1.8,1.5,0.2,0.5,0,1.1,22.3,2.7,12,20.6,0.8,0,0.3,0.2,1.3,0.2,1.1,0.7,1.7,5.1,3.4,0.2,0.4,0.1,0.1,0,11.6,0,0,62,0.1,0,0,36.8,0,201
"DOM_31T33",3.5,4.7,1.2,17.1,0,9.8,2,2.2,3.7,0.4,1.6,1.3,1.9,2.7,19.9,0.9,0.9,0.4,0.6,0,0.2,3.6,8,0.2,18.8,15.7,19.4,3.9,3.5,3.7,0.3,4.5,3.2,18.7,1.5,17.9,1.3,8.5,14.6,8.7,3.4,6.4,2.1,3.8,0,234.9,0,0.5,33.3,-0.6,0,14.5,255.5,0,785
"DOM_35",51.2,7.7,0.7,173.1,0.2,46.8,3.9,13.7,44.9,107.2,16.4,1.1,12.6,24.8,165.4,6.5,3,2.5,2.1,7.7,0.1,4.6,772.4,3.2,27.9,111.5,14.5,0.6,0.8,9.7,0.9,30.8,6.6,24.7,8.2,36.9,33.9,34.2,23.7,78,19.3,25.7,1.3,7.7,0,664.4,0,1,61.1,-7.5,0,0.3,15.7,0,2703.7
"DOM_36T39",1.3,0.6,0,2.7,0,2.6,0.2,0.2,0.8,1.1,0.8,0,0.2,0.6,2.3,0.3,0.4,0.3,0.1,0.1,0.1,0.9,0.9,0.5,6.9,7,1,0.2,0.1,0.5,0.1,1.7,0.8,1.4,0.5,3.2,4.1,2.7,1.1,19.6,5.7,3.5,2.9,1.6,0,263.7,41.4,26.1,1.7,0,0,0.1,1.2,0,415.9
"DOM_41T43",14.7,0.8,0.4,4.1,0,10.4,1.1,1.8,2.8,2.8,6,0.6,2,4.6,5.6,1.1,1.1,0.8,0.8,0,0.3,0.4,3.3,4,0.7,129,3.4,0,0.4,14.7,0.2,42.9,9.9,11.2,3.8,32,659.6,30.1,27,120.1,59.8,14.3,9.5,16.4,0,99.3,0,0.6,9237.6,-0.1,0,0,0,0,10592.1
"DOM_45T47",461.9,133.3,3.8,165.7,0.2,920,76.9,33.5,77.3,32.9,141.7,55.8,75.3,45.7,191.4,37.7,12.9,10.3,23.7,15.2,10.1,35.6,55.1,2.2,493.2,647.8,312.3,102.9,67.3,34.4,3.8,169.2,31,80,43.1,87.1,24.4,128.9,156.7,98.3,23.3,91.2,32.7,52.8,0,5560.5,1.4,39.9,766.5,-28,0,57.1,1853,0,13549
"DOM_49",215.7,39.9,2.3,99.5,0.2,485,16.8,31.4,47.6,42.2,54.7,11.8,31.3,33.3,124.3,27.6,8.5,6.7,13.4,3.3,7.3,16.7,31.8,0.8,230.8,503.2,133,51.9,24.2,22.3,2.8,47.1,10,11.5,10,25.2,5.3,39.1,59.5,37.9,8.6,31.4,11.4,22.2,0,2028.8,0.2,19.5,327.5,0,0,78.9,849.7,0,5944.1
"DOM_50",23.8,10.7,3.9,26.7,0,148.2,2,3.7,16.9,7.8,192.3,1,2.6,31.2,24.7,12.2,0.8,0.6,1.2,0.3,7.6,2.3,6.2,0,27.5,73.6,71.2,576.7,2.4,1.1,1,5.2,0.7,1,1.9,1,0.5,5.3,12.9,3.5,0.5,2.8,1.2,1.7,0,154,0,1.8,29.6,28.7,0,16.9,368.1,0,1917.4
"DOM_51",18.6,7.6,1,9.9,0,38.5,1.6,1.5,3,1.5,5.6,1.1,2.9,2.5,12.7,2.4,1.4,0.9,1.3,0.4,0.8,1.5,2.6,0.2,33.2,54.7,12.3,8.1,27,4.2,2.5,7.3,1.7,8.4,4.6,10.8,1.8,15.3,13.6,13.9,1.6,4.2,3.9,1.9,0,209.1,0,1.6,29.2,24,0,52.4,913.2,0,1580.2
"DOM_52",53.2,13.6,0.5,22.3,0,130.1,5.1,7.2,13,7.7,15.7,3.8,8.1,7,33.5,7.2,2.3,1.8,3.5,0.9,1.9,4.4,5.9,0.2,57.1,212.2,98,74.5,51.3,24.4,0.6,14.7,2.9,4.3,4.1,7,2.7,15.4,15.3,10.1,2.8,8.1,3.3,6.5,0,448.6,0.2,5.2,89.1,1.8,0,6,445.2,0,1959.9
"DOM_53",0.4,0.1,0,0.1,0,0.8,0.1,0.1,0.1,0.1,0.2,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0.1,0.4,3.6,0.5,0.1,0.1,0.4,11.4,0.2,0.2,4.9,0.2,7.4,0.2,1.5,0.7,0.4,0.2,0.4,0,0.1,0,9.5,0,0,0.6,4.1,0,1,186.7,0,237.5
"DOM_55T56",14.3,12,0.2,9.4,0,8.7,0.9,0.5,1.1,1.6,4.9,0.7,1.2,1.5,9.4,0.7,1,0.6,0.7,0.1,0.2,0.5,0.9,1.2,14.5,91.4,63.8,1.5,14.9,2,0.2,7.3,3.7,2.7,8.6,26.2,3.5,43,12.1,39.5,19.6,21.3,8,3.4,0,1515.9,0.3,163.1,2.3,-0.1,0,329.1,6.6,0,2477
"DOM_58T60",1.8,1.5,0,0.7,0,4.7,0.9,0.3,2.1,0.3,2,0.5,0.8,1,0.6,0.4,0.4,0.2,0.5,1.8,0,0.4,0.8,0.3,2.6,51.6,1.5,1.9,1.5,11,2.8,3.4,17.9,41.1,22.5,36.8,8.8,100.2,48.4,10.9,7.8,3,1,4.2,0,196.7,13.7,1,11.4,0.2,0,5.1,96.2,0,725.3
"DOM_61",11.1,4.5,0.4,5.2,0,13.5,1.7,1.5,2.3,1.9,6.1,0.6,2.3,3.6,5.4,1.8,2.9,1.9,0.9,0.8,0.3,2.1,3.2,0.3,12.4,112.9,9.1,1.9,4.4,12.8,1.5,15.5,11.8,726.8,43.8,98.3,10.9,93.3,53.7,38,15.6,23.2,0.3,10.3,0,1553.3,6.7,0.2,18.1,2.8,0,18.6,395,0,3365.8
"DOM_62T63",6.6,0.8,0.1,38.9,0,45.9,3.6,3.6,3.3,11.9,24.6,3.5,1.2,6.2,30.5,5.2,1.6,0.7,0.6,0.1,0.4,4.6,4.3,0.7,7.9,108.4,2.6,2.5,5.1,10.1,0.6,8.4,6.7,36.6,72.2,158.2,5.5,84.7,39,66.1,3.1,11.1,4.3,1.8,0,98.5,0.1,15.1,380,2,0,0.5,252.6,0,1582.7
"DOM_64T66",154.3,67.7,7.7,120.3,0,154.7,13.4,19.5,37.6,131,59.9,3,25.4,35.4,93,15.8,13.3,8.3,7.6,0,3.6,15.9,80.9,8.5,269.3,547.3,152.2,10.6,15.4,102.2,3.9,70.4,25.7,137,35.3,942.5,183.6,183.6,192.2,135.5,116.3,92.8,22,24.5,0,1203.2,0.3,98,2.2,9,0,22.8,377,0,6051.3
"DOM_68",25.4,5.4,0.1,6.6,0.1,61.7,8.3,6,8.5,9.7,10.7,0.8,6.4,3,5.5,3.8,2.7,1.8,2.8,0.1,0.9,10.5,8.8,0.6,212.4,576,42.8,0.9,4.1,36.7,3.2,162.3,28.8,63.9,41.1,173.6,78.5,258,119.4,22.8,81.1,58.3,16.2,43.8,0,4810.3,0,0.2,41.5,0.6,0,46.4,84.9,0,7197.8
"DOM_69T75",120.4,30.5,17.6,242.2,25,253.8,22.7,25.1,19.4,39.8,127.2,13,25.8,40.7,289.3,21.6,9.8,6.9,15.3,17.8,3.4,17,60.2,10.6,614.2,748.8,26.6,10,16.6,43.8,33.5,70.8,47.5,298.6,130,370.7,129.5,684.6,263,88.2,56.9,90.9,24.2,36.3,0,346.8,0.3,43.5,423.3,3.3,0,12.2,595.7,0,6665
"DOM_77T82",150.2,84,1.4,106.9,0,101.6,6.2,12,10.8,20.1,46.3,1.3,11.3,22.2,116.7,8,4.2,3.1,4.2,0.2,1.5,8.7,31.6,4.1,275.8,455.2,43.8,52.9,39,54.1,8.2,68.2,22.5,239.7,58.5,297.8,53.7,225,205.8,130.9,42.4,43.5,12.9,14.1,0,243.1,1.3,25.1,24.1,2.3,0,11.3,297.4,0,3705.3
"DOM_84",7.3,1.3,0.2,3.4,0.2,15.1,0.6,0.8,1.2,2.1,2.4,0.4,0.7,1,4.2,0.7,0.3,0.2,1.3,0.2,0.1,0.6,1.3,0.2,13.8,40.7,7.6,4.2,3,2.7,0.4,4,2.4,7.5,2.5,7.8,3.1,14.4,5.2,10.1,2.3,7.3,1.2,2,0,162.3,31.3,4300.3,9.1,0.1,0,2.5,30.9,0,4724.7
"DOM_85",2.6,7.2,0.1,5.6,0.1,6.8,0.5,0.8,1.1,4.5,3.6,0.2,1,1.6,6.1,0.4,0.1,0.1,0.2,1.8,0,0.4,1.3,0.3,10.1,25.6,1.4,0.3,1.6,1.3,0.3,2.9,1.6,6.1,2.4,13.9,2.4,10.9,6,6.7,8.8,5.2,0.3,4.9,0,1747.5,45.7,2485.6,2.5,0,0,17.5,6.2,0,4463.9
"DOM_86T88",15.9,2.1,0,1.1,0,5.6,0.8,0.9,1.6,0.1,1.5,0.6,0.7,0.9,0.8,0.5,0.2,0.1,0.2,0,0.2,0.3,0.1,0.5,5.1,2.5,2.3,0.2,0.1,0.3,0.2,1.7,0.7,6.1,2,14.7,0.2,11.3,9.2,23.2,0.8,151,0.1,16,0,1745.8,413,1414,0.8,0,0,16.3,1.5,0,3873.5
"DOM_90T93",0.8,0.3,0,0.5,0,1.4,0.1,0.1,0.8,0.1,0.3,0.1,0.1,0.1,0.6,0.1,0,0,0,0,0,0.1,0.1,0,1.3,2.7,0.8,0.1,0.2,0.2,0,0.9,32.4,0.4,12.6,5.1,0.2,132.5,1.5,37,0.4,0.5,14.2,1.7,0,302.7,24.3,17.1,1,0,0,36.8,60.7,0,692.9
"DOM_94T96",4.2,0.9,0,8.4,0,11.8,1.1,0.7,1.4,1.7,4.3,0.7,1,1.2,5.6,0.8,0.8,0.5,0.6,1.3,0.1,0.8,1.2,0.1,3.5,28.2,1.4,1.9,2.1,1.3,0.1,29.4,3.6,5.4,8.1,19.1,2.8,17,6.3,6.9,1.2,9.5,10.2,13.5,0,1463.5,109.9,23.7,34,-0.1,0,18.2,34.4,0,1904.1
"DOM_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMP_01T02",51.6,1.7,0,0.1,0,178.9,0.9,1.9,0.9,0,0.2,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0.3,0.2,0,1.8,0.6,0.2,0.8,0.1,0.8,0,8.7,0,0,0,0.1,0.1,0.1,0.1,0.5,0.1,0.3,1.1,3.8,0,125.5,0,7.8,8.4,0,4.5,0,0,402.7,0
"IMP_03",0.3,0.4,0,0,0,1.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0.3,0,0,7.2,0
"IMP_05T06",0.9,0.2,2,4.7,0,16.4,0.7,0,3.9,2168.6,39.6,11,1.2,19.7,40.3,1,0.8,0.9,0.5,0.1,0,0.3,113,0,1,1.4,12,1.6,0.4,0.9,0,2.8,0.3,0.1,0.6,0.8,0.3,2.3,1.9,0.2,0.9,0.4,0.1,0.8,0,155.8,0,0,4,0,0.3,0,0,2614.5,0
"IMP_07T08",3.3,0,0.1,36.4,0,1.7,0.1,0,0.3,0.5,2.7,0,0.8,18.5,40.7,2.5,0,0,0.9,0,0.1,0.9,0.1,0,36.9,0.7,0.1,0,0,0,0,0.5,0.1,0,0.1,0,0,1.9,0.5,0.1,0,0.1,0.6,0.9,0,1.1,0,0,0.2,0,0.1,0,0,153.7,0
"IMP_09",0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,3.1,0,0,0,0,4.1,0
"IMP_10T12",62.8,53.8,0.1,1.3,0,91.2,1.1,0.2,1,0.8,2.9,0.6,0.9,0.5,1.1,0.2,0,0,0.1,0,0.1,0.3,0.2,0.1,3,7.2,0.6,3.5,0.3,0.2,0,56.6,0.2,0.3,0.2,0.5,0.3,0.6,0.8,1.7,0.5,1.5,2.2,1.6,0,746.8,0,5.1,3.6,0,19.3,0,0,1076,0
"IMP_13T15",2.7,4.4,0,1.7,0,3.7,50.2,0.3,6.5,0.5,1.9,0.1,7.2,1.1,1.1,0.3,0.4,0.2,0.5,0,0.1,9.4,0.2,0.1,25,13.3,1.9,4.2,0.8,0.9,0.2,3.8,1.3,0.1,0.1,6.4,0.1,1.7,2,2.6,0.5,4,5.5,6.8,0,823.5,0,0,1.8,0,12.9,0,0,1011.7,0
"IMP_16",4,0.6,0,0.2,0,5.7,0,25.4,4.5,0.1,0.3,0,0.1,0.3,0.2,0.2,0,0,0,0,0.1,5.4,0.2,0,50.3,5.3,0.2,0,0,0.1,0,0.1,0.3,0.1,0,0.1,0,0.1,0.3,0.3,0,0.1,0.1,0.4,0,4.2,0,0,3.5,0,0.9,0,0,113.9,0
"IMP_17T18",3.6,1.8,0,1.9,0,33,0.8,1.7,76.9,1.9,12.1,2.7,2.1,5.3,0.7,0.5,0.5,0.4,0.4,0,0.3,0.7,0.4,0.1,7.3,50.2,2.9,0.6,0.5,7.6,0.8,2.1,23.4,10.3,1,10.8,2,11,6.8,3.3,2.8,1.5,1.1,6.5,0,122.3,0,0.1,2.8,0,2.4,0,0,427.7,0
"IMP_19",54.2,15,0.4,20.8,0,12.5,0.9,2,4.1,11.6,11.2,0.2,6.7,5.2,13.8,1.3,0.3,0.3,0.6,0,0.2,1.4,1.3,0.3,21.8,36.8,261.8,60.2,32.5,1.5,0.3,4.4,0.7,0.9,0.4,1.4,1.3,12.4,21.6,7.7,1.7,9.9,2.7,3,0,317.4,0,0,1,0,8.5,0,0,974.1,0
"IMP_20",151.9,5.3,1.1,89,0,60.6,10.3,13.4,29.7,18.7,132.7,1.5,95.8,19.4,48.6,7.3,1.3,1.5,3.7,0,0.7,7.9,0.6,0.8,118.4,34.7,22.7,2.4,0.9,3.9,0.5,8.1,4.3,1.6,1.1,4.8,5,13.6,25.8,9.8,8.9,41.7,24,19.6,0,507.5,0,0.1,4.9,0,3.1,0,0,1569.1,0
"IMP_21",7.5,3.2,0,2.9,0,3.7,0.2,0.2,0.6,0.6,7.8,24.5,1.2,0.4,1.9,0.1,0.1,0.1,0.1,0.2,0,0.1,0.1,0,2.4,1.6,0.5,0.1,0.1,0.1,0,0.2,0.3,0.2,0.1,0.5,0.2,1,0.8,2.3,0.3,7.4,0.3,0.8,0,114.3,0,0,2.3,0,2.2,0,0,193.8,0
"IMP_22",26.2,15.3,0.1,14.2,0,40.1,2.5,1,5.2,3.6,21.7,1.8,26.2,4.4,7.7,3.6,1,1,1.8,0,2.3,4.4,0.7,0,67,119.5,67.7,0.5,0.9,1.1,0,1.8,1.4,3,2.2,1.8,0.7,6.9,10.9,2.4,0.6,6.1,0.3,4.3,0,123,0,0,13.9,0,0.2,0,0,621.4,0
"IMP_23",1.5,0.1,0,2.8,0,11.4,0.1,0.2,0.2,0.2,2,0.1,0.5,33.6,3.7,0.7,4.3,3.5,0.3,0,0.2,0.8,0.4,0,146,17.4,0.4,0.3,0.1,0,0,1.3,0.1,1,0.1,0.1,0,2.1,0.3,0.4,0.1,0.4,0.2,0.5,0,25.2,0,0.1,3.9,0,0.1,0,0,266.6,0
"IMP_24",3.3,0.3,0.3,8.8,0,2.6,0.2,0.3,1.2,3.8,2.4,0.1,4.5,3.1,134.6,62.6,1.2,2.4,17.4,2.3,8.3,9.5,0.7,0,164.2,5.2,0.9,0.6,0.3,0.2,0,0.1,0.5,0.1,0.1,0.4,0.3,14.2,24.4,0.5,0.1,0.4,0.2,0.4,0,8.9,0,0,8.4,0,0.1,0,0,500.2,0
"IMP_25",4.2,2.7,0.3,21.9,0,15,0.9,1.1,3,2.2,3.5,0.1,1.8,2.5,20.3,9.5,0.7,0.9,3.3,0.1,1.5,3.1,1.3,0,226.9,53.1,2.3,0.8,1.6,0.9,0.1,1.6,0.4,0.8,0.7,0.8,1.1,1.8,5.2,3.3,0.8,1.8,0.6,3.4,0,78.7,0,0,88.5,0,0.2,0,0,575.5,0
"IMP_26",1.7,1.2,0.1,3.2,0,1.2,0.2,0.2,0.5,0.4,0.8,0.1,0.6,0.3,1.9,0.2,1.4,0.3,0.4,0.1,0.2,0.4,0.5,0,4.6,54.3,2.4,0.4,0.7,0.8,0.6,0.3,0.8,8.2,7.6,1.5,1,4.3,4.3,13.9,0.3,10.7,0.2,0.5,0,306.4,0,4.6,74.3,0,3.9,0,0,522.4,0
"IMP_27",4.9,7.4,0.1,7.3,0,2.1,0.2,0.5,1.1,1.3,1.7,0.1,0.9,1.4,6.3,0.7,2.6,4.4,7.8,0.1,0.5,2.1,5.3,0.1,71.4,249.3,5.8,1.9,0.8,1.1,0,0.2,2.7,11.2,7.8,0.5,4,12.3,21,13.3,0.4,21.3,0.4,2.6,0,249.9,0,1.4,210.2,0,1.7,0,0,950,0
"IMP_28",21.1,17.3,1.6,95.1,0.8,19.3,1.4,3,16.4,16.8,10.4,0.1,10.1,9.6,62.6,5.1,3.2,2.9,19.6,0.2,8.6,12.1,16.5,0.3,83.9,492.7,50.8,12.2,30.9,11.3,0,0.5,1.5,4.4,24.9,2.1,3.8,33.4,64.5,72.7,2.8,14.6,5.1,1,0,320.4,0,0.1,1060.2,0,0.2,0,0,2648.3,0
"IMP_29",0.8,0.4,0,14.7,0,1,0.1,0.1,0.4,0.6,0.4,0,0.4,0.3,1.5,0.2,0.3,0.3,0.4,25,0.2,0.3,0.3,0,4.1,10.7,1.2,0.3,0.5,0.2,0,0.1,0.1,0.4,0.5,0.4,0.2,1,1.6,3,0.1,0.5,0.1,0.1,0,980,0,0.1,435.5,0,2.2,0,0,1491,0
"IMP_30",2,0.2,0.2,3.3,0,0.3,0,0,0.2,0.2,0.1,0,0.1,0.1,2.5,0.1,11.4,6.6,0.4,6.6,5.2,0.6,0.2,0,2.2,79.1,5.3,44,105.1,2,0,0,0,0.2,0.4,0.1,0.2,4.6,15.3,11.3,0,0.3,0.1,0.2,0,34.6,0,0,292.6,0,0.1,0,0,638.1,0
"IMP_31T33",1.3,1.2,0.2,4.2,0,2.7,0.8,0.7,1,0.4,0.8,0.3,0.7,0.8,4.2,0.4,0.3,0.2,0.3,0.1,0.2,2.4,1.6,0,11.5,8.4,4.6,0.9,1.3,1.2,0.1,1.3,0.9,3.3,0.5,4,0.4,2.6,3.7,3,0.9,1.8,0.8,2.6,0,155.1,0,0.3,31,0,9.7,0,0,274.7,0
